Order ID,Sale ID,Date,,,Order,Transaction type,Sale type,Sales channel,POS location,Billing country,Billing region,Billing city,Shipping country,Shipping region,Shipping city,Product type,Product vendor,Product,Variant,Variant SKU,Net quantity,Gross sales,Discounts,Returns,Net sales,Shipping,Taxes,Total sales
6.2463E+11,2.11016E+12,04/11/2018,21:17:42,2:00,R-S-1210,product,order,Draft Orders,,Lebanon,,Dohet El Hoss,Lebanon,,Dohet El Hoss,pants,Rush & Reez,Grey Sweat Pants,M,,1,15,0,0,15,0,0,15
6.2463E+11,2.11016E+12,04/11/2018,21:17:42,2:00,R-S-1210,product,order,Draft Orders,,Lebanon,,Dohet El Hoss,Lebanon,,Dohet El Hoss,Top,RUSH & REEZ,Dust Pink Phantom Co-ord,One Size,,1,80,0,0,80,0,0,80
6.2463E+11,2.11016E+12,04/11/2018,21:17:42,2:00,R-S-1210,shipping,order,Draft Orders,,Lebanon,,Dohet El Hoss,Lebanon,,Dohet El Hoss,,,,,,0,0,0,0,0,3,0,3
6.2464E+11,2.11019E+12,04/11/2018,21:30:42,2:00,R-S-1211,product,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,Jacket,Rush & Reez,Pleated Pink & Silver Ensemble,S,,1,100,0,0,100,0,0,100
6.2464E+11,2.11019E+12,04/11/2018,21:30:42,2:00,R-S-1211,shipping,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,,,,,,0,0,0,0,0,3,0,3
6.25722E+11,2.11386E+12,05/11/2018,22:54:58,2:00,R-S-1212,product,order,Draft Orders,,Lebanon,,Dohet El Hoss,Lebanon,,Dohet El Hoss,Pants,Rush & Reez,Diana Sweat Pants,M / Pink,,1,25,0,0,25,0,0,25
6.31984E+11,2.13123E+12,12/11/2018,18:26:23,2:00,R-S-1213,product,order,Online Store,,United States,New York,Yonkers,United States,New York,Yonkers,top,RUSH & REEZ,White Shirtdress with Pink Velour,L,,1,50,0,0,50,0,0,50
6.31984E+11,2.13123E+12,12/11/2018,18:26:23,2:00,R-S-1213,product,order,Online Store,,United States,New York,Yonkers,United States,New York,Yonkers,Dress,RUSH & REEZ,White Sweatdress with Green Pearls,L,,1,60,0,0,60,0,0,60
6.31984E+11,2.13123E+12,12/11/2018,18:26:23,2:00,R-S-1213,product,order,Online Store,,United States,New York,Yonkers,United States,New York,Yonkers,pants,RUSH & REEZ,Pastel Blue Velour Pants,M,,1,65,0,0,65,0,0,65
6.31984E+11,2.13123E+12,12/11/2018,18:26:23,2:00,R-S-1213,product,order,Online Store,,United States,New York,Yonkers,United States,New York,Yonkers,pants,RUSH & REEZ,Pastel Pink Velour Pants,L,,1,65,0,0,65,0,0,65
6.31984E+11,2.13123E+12,12/11/2018,18:26:23,2:00,R-S-1213,product,order,Online Store,,United States,New York,Yonkers,United States,New York,Yonkers,Dress,Rush & Reez,Blue Velour Sleeve Sweat Dress,OS,,1,55,0,0,55,0,0,55
6.31984E+11,2.13123E+12,12/11/2018,18:26:23,2:00,R-S-1213,shipping,order,Online Store,,United States,New York,Yonkers,United States,New York,Yonkers,,,,,,0,0,0,0,0,50,0,50
6.3288E+11,2.13406E+12,13/11/2018,18:01:39,2:00,R-S-1214,product,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,Jacket,Rush & Reez,Pleated Pink & Silver Ensemble,S,,1,100,0,0,100,0,0,100
6.3288E+11,2.13406E+12,13/11/2018,18:01:39,2:00,R-S-1214,shipping,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,,,,,,0,0,0,0,0,3,0,3
6.60268E+11,2.21247E+12,04/12/2018,11:31:08,2:00,R-S-1215,product,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,Top,RUSH & REEZ,Dust Pink Phantom Co-ord,One Size,,1,80,0,0,80,0,0,80
6.60272E+11,2.21248E+12,04/12/2018,11:38:00,2:00,R-S-1216,shipping,order,Draft Orders,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,3,0,3
6.60272E+11,2.21248E+12,04/12/2018,11:38:00,2:00,R-S-1216,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Fighter Sweatdress,Navy,,1,55,0,0,55,0,0,55
6.65865E+11,2.22769E+12,08/12/2018,22:56:38,2:00,R-S-1217,product,order,Shopify Mobile for iPhone,,,,,,,,Top,RUSH & REEZ,Fighter Sweatdress,Navy,,1,55,-5,0,50,0,0,50
6.65871E+11,2.2277E+12,08/12/2018,23:01:49,2:00,R-S-1219,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Fighter Sweatdress,Charcoal,,1,55,-10,0,45,0,0,45
6.65873E+11,2.22771E+12,08/12/2018,23:03:55,2:00,R-S-1220,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Jacket,Rush & Reez,Pleated Pink & Silver Ensemble,M,,1,100,-7,0,93,0,0,93
6.65885E+11,2.22774E+12,08/12/2018,23:14:24,2:00,R-S-1223,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Bordeaux Phantom Co-ord,One Size,,1,80,-14,0,66,0,0,66
6.65886E+11,2.22774E+12,08/12/2018,23:15:07,2:00,R-S-1224,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,jacket,RUSH & REEZ,Pastel Pink Velour Kimono,,,1,80,-29.8,0,50.2,0,0,50.2
6.65886E+11,2.22774E+12,08/12/2018,23:15:07,2:00,R-S-1224,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,pants,RUSH & REEZ,Pastel Pink Velour Pants,M,,1,65,-24.2,0,40.8,0,0,40.8
6.65887E+11,2.22774E+12,08/12/2018,23:15:21,2:00,R-S-1225,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,RUSH & REEZ,White Shirtdress With Tulle Sleeves,M,,1,50,-4,0,46,0,0,46
6.65887E+11,2.22774E+12,08/12/2018,23:15:34,2:00,R-S-1226,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,pants,RUSH & REEZ,Regal Blue Velour Pants,M,,1,65,-29.8,0,35.2,0,0,35.2
6.65887E+11,2.22774E+12,08/12/2018,23:15:34,2:00,R-S-1226,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,RUSH & REEZ,Black Sweatdress with Pearls,L,,1,60,-27.5,0,32.5,0,0,32.5
6.65887E+11,2.22774E+12,08/12/2018,23:15:34,2:00,R-S-1226,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,pants,Rush & Reez,Black Sweat Pants,L,,1,15,-6.87,0,8.13,0,0,8.13
6.65887E+11,2.22774E+12,08/12/2018,23:15:34,2:00,R-S-1226,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,RUSH & REEZ,Regal Blue Velour Robe Dress,M,,1,100,-45.83,0,54.17,0,0,54.17
6.65887E+11,2.22774E+12,08/12/2018,23:15:53,2:00,R-S-1227,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,,,Lace Hoodie,,,1,50,0,0,50,0,0,50
6.67593E+11,2.23199E+12,10/12/2018,11:06:35,2:00,R-S-1229,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Fighter Sweatdress,Navy,,1,55,-5,0,50,0,0,50
6.76544E+11,2.25636E+12,17/12/2018,12:08:57,2:00,R-S-1230,product,order,Draft Orders,,,,,,,,Top,RUSH & REEZ,Fighter Sweatdress,Black,,1,55,-18,0,37,0,0,37
6.82547E+11,2.27331E+12,23/12/2018,13:40:31,2:00,R-S-1231,product,order,Online Store,,Lebanon,,Bazourieh,Lebanon,,Bazourieh,Dress,Rush & Reez,Basic White Shirtdress,S / White / Short,,1,30,0,0,30,0,0,30
6.82547E+11,2.27331E+12,23/12/2018,13:40:31,2:00,R-S-1231,product,order,Online Store,,Lebanon,,Bazourieh,Lebanon,,Bazourieh,Dress,Rush & Reez,White Basic Cotton Sweat Dress,White / M,,1,45,0,0,45,0,0,45
6.82547E+11,2.27331E+12,23/12/2018,13:40:31,2:00,R-S-1231,shipping,order,Online Store,,Lebanon,,Bazourieh,Lebanon,,Bazourieh,,,,,,0,0,0,0,0,3,0,3
6.95151E+11,2.30853E+12,08/01/2019,11:49:16,2:00,R-S-1232,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Fighter Sweatdress,Charcoal,,1,55,0,0,55,0,0,55
6.95151E+11,2.30853E+12,08/01/2019,11:49:16,2:00,R-S-1232,shipping,order,Draft Orders,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,3,0,3
6.95183E+11,2.30863E+12,08/01/2019,13:19:05,2:00,R-S-1233,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Belted Blue Shirtdress,L / Blue,,1,25,0,0,25,0,0,25
6.95183E+11,2.30863E+12,08/01/2019,13:19:05,2:00,R-S-1233,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Quilted Sweater Dress With Shirt Detail,M,,1,45,0,0,45,0,0,45
6.95183E+11,2.30863E+12,08/01/2019,13:19:05,2:00,R-S-1233,shipping,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,3,0,3
6.95183E+11,2.30863E+12,08/01/2019,13:19:05,2:00,R-S-1233,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Joe Military Shirt Dress,Military / L,,1,25,0,0,25,0,0,25
6.95183E+11,2.30863E+12,08/01/2019,13:19:05,2:00,R-S-1233,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Mia White Sweater Dress,L / White,,1,20,0,0,20,0,0,20
6.95183E+11,2.30863E+12,08/01/2019,13:19:05,2:00,R-S-1233,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Mia Black Sweater Dress,L / Black,,1,20,0,0,20,0,0,20
6.95183E+11,2.30863E+12,08/01/2019,13:19:05,2:00,R-S-1233,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Basic Long Blue Shirtdress,L / Blue,,1,30,0,0,30,0,0,30
6.95183E+11,2.30863E+12,08/01/2019,13:19:05,2:00,R-S-1233,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Silk Jersey Dress,M / Black,,1,35,0,0,35,0,0,35
6.95184E+11,2.30863E+12,08/01/2019,13:19:50,2:00,R-S-1234,product,order,Draft Orders,,Lebanon,,Tripoli,Lebanon,,Tripoli,Top,RUSH & REEZ,Fighter Sweatdress,Navy,,1,55,0,0,55,0,0,55
6.95184E+11,2.30863E+12,08/01/2019,13:19:50,2:00,R-S-1234,shipping,order,Draft Orders,,Lebanon,,Tripoli,Lebanon,,Tripoli,,,,,,0,0,0,0,0,3,0,3
6.97553E+11,2.31604E+12,11/01/2019,10:33:18,2:00,R-S-1235,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Fighter Sweatdress,Black,,1,55,0,0,55,0,0,55
6.97553E+11,2.31604E+12,11/01/2019,10:33:18,2:00,R-S-1235,shipping,order,Draft Orders,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,3,0,3
6.97553E+11,2.31604E+12,11/01/2019,10:33:18,2:00,R-S-1235,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Fighter Sweatdress,Charcoal,,1,55,0,0,55,0,0,55
7.05531E+11,2.33977E+12,20/01/2019,19:11:31,2:00,R-S-1236,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Black Maxi Knitted Dress,,,1,80,-80,0,0,0,0,0
7.07257E+11,2.34533E+12,22/01/2019,20:44:07,2:00,R-S-1238,product,order,Online Store,,Norway,,Vollen,,,,scarf,Rush & Reez,Superwoman Scarf,,,1,60,0,0,60,0,0,60
7.07745E+11,2.34684E+12,23/01/2019,11:49:42,2:00,R-S-1239,product,order,Draft Orders,,Lebanon,,,Lebanon,,,,RUSH & REEZ,Black Maxi Fleece Dress,,,1,80,-35,0,45,0,0,45
7.07804E+11,2.34701E+12,23/01/2019,14:36:06,2:00,R-S-1240,shipping,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,3,0,3
7.07804E+11,2.34701E+12,23/01/2019,14:36:06,2:00,R-S-1240,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Navy Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.07809E+11,2.34702E+12,23/01/2019,14:46:35,2:00,R-S-1241,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Burgundy Maxi Knitted Dress,,,1,80,-24.01,0,55.99,0,0,55.99
7.07809E+11,2.34702E+12,23/01/2019,14:46:35,2:00,R-S-1241,product,order,Draft Orders,,Lebanon,,,Lebanon,,,,,Maxi Khaki Knitted Dress (Not Photographed),,,1,90,-26.99,0,63.01,0,0,63.01
7.07809E+11,2.34702E+12,23/01/2019,14:46:35,2:00,R-S-1241,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Black Knitted Jumper Dress,,,1,55,-16.51,0,38.49,0,0,38.49
7.07809E+11,2.34702E+12,23/01/2019,14:46:35,2:00,R-S-1241,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Jacket,RUSH & REEZ,Relaxed Teal Woolen Jacket,,,1,70,-27.99,0,42.01,0,0,42.01
7.07809E+11,2.34702E+12,23/01/2019,14:46:35,2:00,R-S-1241,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,RUSH & REEZ,Maxi Blue Shirtdress,M,,1,60,-18,0,42,0,0,42
7.07815E+11,2.34704E+12,23/01/2019,14:59:50,2:00,R-S-1242,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Top,Rush & Reez,Black Crop Top,Black / M,,1,15,-4.5,0,10.5,0,0,10.5
7.07815E+11,2.34704E+12,23/01/2019,14:59:50,2:00,R-S-1242,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Mia Silk Sweater Dress,S,,1,35,-10.5,0,24.5,0,0,24.5
7.07815E+11,2.34704E+12,23/01/2019,14:59:50,2:00,R-S-1242,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Top,Rush & Reez,Black Crop Top,Black / L,,1,15,-4.5,0,10.5,0,0,10.5
7.08539E+11,2.34933E+12,24/01/2019,11:46:05,2:00,R-S-1243,shipping,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,,,,,,0,0,0,0,0,3,0,3
7.08539E+11,2.34933E+12,24/01/2019,11:46:05,2:00,R-S-1243,product,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,Dress,Rush & Reez,Pink Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.08539E+11,2.34933E+12,24/01/2019,11:46:05,2:00,R-S-1243,product,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,Dress,Rush & Reez,Military Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.0882E+11,2.35025E+12,24/01/2019,20:47:38,2:00,R-S-1244,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Tan Maxi Knitted Dress,,,1,80,-30,0,50,0,0,50
7.12269E+11,2.36057E+12,29/01/2019,1:04:05,2:00,R-S-1246,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Pink Maxi Knitted Dress,,,1,80,-11.43,0,68.57,0,0,68.57
7.12269E+11,2.36057E+12,29/01/2019,1:04:05,2:00,R-S-1246,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Military Maxi Knitted Dress,,,1,80,-11.42,0,68.58,0,0,68.58
7.12269E+11,2.36057E+12,29/01/2019,1:04:05,2:00,R-S-1246,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Grey Knitted Co-ord Set,,,1,85,-12.15,0,72.85,0,0,72.85
7.12269E+11,2.36057E+12,29/01/2019,1:04:33,2:00,R-S-1247,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Black Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.12269E+11,2.36057E+12,29/01/2019,1:04:33,2:00,R-S-1247,shipping,order,Draft Orders,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,3,0,3
7.12269E+11,2.36057E+12,29/01/2019,1:04:33,2:00,R-S-1247,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Beige Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.12269E+11,2.36057E+12,29/01/2019,1:04:49,2:00,R-S-1248,product,order,Shopify Mobile for iPhone,,Lebanon,,Reyak,Lebanon,,Reyak,Dress,Rush & Reez,Black Maxi Knitted Dress,,,1,80,-25,0,55,0,0,55
7.12269E+11,2.36057E+12,29/01/2019,1:04:49,2:00,R-S-1248,shipping,order,Shopify Mobile for iPhone,,Lebanon,,Reyak,Lebanon,,Reyak,,,,,,0,0,0,0,0,3,0,3
7.12269E+11,2.36057E+12,29/01/2019,1:04:49,2:00,R-S-1248,product,order,Shopify Mobile for iPhone,,Lebanon,,Reyak,Lebanon,,Reyak,Dress,Rush & Reez,Pink Maxi Knitted Dress,,,1,80,-25,0,55,0,0,55
7.12516E+11,2.36131E+12,29/01/2019,10:05:22,2:00,R-S-1249,shipping,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,3,0,3
7.12516E+11,2.36131E+12,29/01/2019,10:05:22,2:00,R-S-1249,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Military Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.12516E+11,2.36132E+12,29/01/2019,10:05:43,2:00,R-S-1249,shipping,return,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,-3,0,-3
7.12516E+11,2.36132E+12,29/01/2019,10:05:43,2:00,R-S-1249,product,return,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Military Maxi Knitted Dress,,,-1,0,0,-80,-80,0,0,-80
7.12517E+11,2.36132E+12,29/01/2019,10:06:24,2:00,R-S-1250,product,order,Draft Orders,,Lebanon,,Beirut,Lebanon,,Beirut,Dress,Rush & Reez,Military Maxi Knitted Dress,,,1,80,-80,0,0,0,0,0
7.1259E+11,2.3615E+12,29/01/2019,12:33:58,2:00,R-S-1251,product,order,Shopify Mobile for iPhone,,,,,,,,Dress,Rush & Reez,Military Maxi Knitted Dress,,,1,80,-24,0,56,0,0,56
7.126E+11,2.36153E+12,29/01/2019,13:04:46,2:00,R-S-1252,product,order,Shopify Mobile for iPhone,,Lebanon,,Bir Al Abed,Lebanon,,Bir Al Abed,Dress,Rush & Reez,Military Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.126E+11,2.36153E+12,29/01/2019,13:04:46,2:00,R-S-1252,product,order,Shopify Mobile for iPhone,,Lebanon,,Bir Al Abed,Lebanon,,Bir Al Abed,Dress,Rush & Reez,Black Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.126E+11,2.36153E+12,29/01/2019,13:04:46,2:00,R-S-1252,product,order,Shopify Mobile for iPhone,,Lebanon,,Bir Al Abed,Lebanon,,Bir Al Abed,Dress,Rush & Reez,Tan Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.13322E+11,2.36398E+12,30/01/2019,10:50:41,2:00,R-S-1253,shipping,order,Shopify Mobile for iPhone,,Lebanon,,Beirut,Lebanon,,Beirut,,,,,,0,0,0,0,0,3,0,3
7.13322E+11,2.36398E+12,30/01/2019,10:50:41,2:00,R-S-1253,product,order,Shopify Mobile for iPhone,,Lebanon,,Beirut,Lebanon,,Beirut,Dress,Rush & Reez,Beige Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.17403E+11,2.37571E+12,04/02/2019,13:11:40,2:00,R-S-1256,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Black Maxi Knitted Dress,,,1,80,-16,0,64,0,0,64
7.17403E+11,2.37571E+12,04/02/2019,13:11:40,2:00,R-S-1256,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Beige Maxi Knitted Dress,,,1,80,-16,0,64,0,0,64
7.17403E+11,2.37571E+12,04/02/2019,13:11:40,2:00,R-S-1256,product,order,Shopify Mobile for iPhone,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Military Maxi Knitted Dress,,,1,80,-16,0,64,0,0,64
7.17403E+11,2.37571E+12,04/02/2019,13:13:55,2:00,R-S-1258,product,order,Draft Orders,,,,,,,,,RUSH & REEZ,Pink Metallic Beanie,,,1,20,-5,0,15,0,0,15
7.17403E+11,2.37571E+12,04/02/2019,13:13:55,2:00,R-S-1258,product,order,Draft Orders,,,,,,,,,RUSH & REEZ,Black & Gold Metallic Beanie,,,1,20,-5,0,15,0,0,15
7.19279E+11,2.38245E+12,06/02/2019,21:07:33,2:00,R-S-1259,shipping,order,Shopify Mobile for iPhone,,Lebanon,,Reyak,Lebanon,,Reyak,,,,,,0,0,0,0,0,3,0,3
7.19279E+11,2.38245E+12,06/02/2019,21:07:33,2:00,R-S-1259,product,order,Shopify Mobile for iPhone,,Lebanon,,Reyak,Lebanon,,Reyak,Dress,Rush & Reez,Pink Maxi Knitted Dress,,,1,80,-15,0,65,0,0,65
7.19279E+11,2.38245E+12,06/02/2019,21:07:33,2:00,R-S-1259,product,order,Shopify Mobile for iPhone,,Lebanon,,Reyak,Lebanon,,Reyak,Dress,Rush & Reez,Navy Maxi Knitted Dress,,,1,80,-15,0,65,0,0,65
7.19279E+11,2.38245E+12,06/02/2019,21:07:33,2:00,R-S-1259,product,order,Shopify Mobile for iPhone,,Lebanon,,Reyak,Lebanon,,Reyak,Dress,Rush & Reez,Tan Maxi Knitted Dress,,,1,80,-15,0,65,0,0,65
7.19279E+11,2.38245E+12,06/02/2019,21:07:33,2:00,R-S-1259,product,order,Shopify Mobile for iPhone,,Lebanon,,Reyak,Lebanon,,Reyak,Dress,Rush & Reez,Black Maxi Knitted Dress,,,1,80,-15,0,65,0,0,65
7.1928E+11,2.38246E+12,06/02/2019,21:08:48,2:00,R-S-1260,product,order,Shopify Mobile for iPhone,,Lebanon,,Beirut,Lebanon,,Beirut,Dress,Rush & Reez,Tan Maxi Knitted Dress,,,1,80,-80,0,0,0,0,0
7.19843E+11,2.38413E+12,07/02/2019,14:39:25,2:00,R-S-1261,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Beige Maxi Knitted Dress,,,1,80,-80,0,0,0,0,0
7.19843E+11,2.38413E+12,07/02/2019,14:39:25,2:00,R-S-1261,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Top,RUSH & REEZ,Fighter Sweatdress,Light Grey,,1,55,-55,0,0,0,0,0
7.19849E+11,2.38415E+12,07/02/2019,14:51:40,2:00,R-S-1262,product,order,Draft Orders,,United Arab Emirates,Abu Dhabi,,United Arab Emirates,Abu Dhabi,,,RUSH & REEZ,Dust Pink Hi-Lo Shirtdress,L,,1,85,-85,0,0,0,0,0
7.19849E+11,2.38415E+12,07/02/2019,14:51:40,2:00,R-S-1262,product,order,Draft Orders,,United Arab Emirates,Abu Dhabi,,United Arab Emirates,Abu Dhabi,,Dress,Rush & Reez,Beige Maxi Knitted Dress,,,1,80,-80,0,0,0,0,0
7.19849E+11,2.38415E+12,07/02/2019,14:51:40,2:00,R-S-1262,product,order,Draft Orders,,United Arab Emirates,Abu Dhabi,,United Arab Emirates,Abu Dhabi,,Dress,Rush & Reez,Military Maxi Knitted Dress,,,1,80,-80,0,0,0,0,0
7.19849E+11,2.38415E+12,07/02/2019,14:51:40,2:00,R-S-1262,product,order,Draft Orders,,United Arab Emirates,Abu Dhabi,,United Arab Emirates,Abu Dhabi,,Top,RUSH & REEZ,Fighter Sweatdress,Charcoal,,1,55,-55,0,0,0,0,0
7.19849E+11,2.38415E+12,07/02/2019,14:51:40,2:00,R-S-1262,product,order,Draft Orders,,United Arab Emirates,Abu Dhabi,,United Arab Emirates,Abu Dhabi,,pants,Rush & Reez,Pink Skirt Pants,Pink / L,,1,80,-80,0,0,0,0,0
7.20992E+11,2.38775E+12,08/02/2019,22:18:00,2:00,R-S-1263,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Floral Shirtdress,M,,1,35,-6.09,0,28.91,0,0,28.91
7.20992E+11,2.38775E+12,08/02/2019,22:18:00,2:00,R-S-1263,product,order,Draft Orders,,Lebanon,,,Lebanon,,,top,RUSH & REEZ,Black Velour Sweatsuit,M,,1,80,-13.92,0,66.08,0,0,66.08
7.20992E+11,2.38775E+12,08/02/2019,22:18:00,2:00,R-S-1263,product,order,Draft Orders,,Lebanon,,,Lebanon,,,,,White Dress With Colored Guipure,,,1,80,-13.91,0,66.09,0,0,66.09
7.20992E+11,2.38775E+12,08/02/2019,22:18:00,2:00,R-S-1263,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Dress,Rush & Reez,Floral Shirtdress,M,,1,35,-6.09,0,28.91,0,0,28.91
7.20992E+11,2.38775E+12,08/02/2019,22:18:00,2:00,R-S-1263,product,order,Draft Orders,,Lebanon,,,Lebanon,,,Pants,RUSH & REEZ,Navy Culotte Pants,M,,1,80,-13.91,0,66.09,0,0,66.09
7.20992E+11,2.38775E+12,08/02/2019,22:18:00,2:00,R-S-1263,product,order,Draft Orders,,Lebanon,,,Lebanon,,,dress,Rush & Reez,Pink Milly Top,Pink / M,,1,35,-6.08,0,28.92,0,0,28.92
7.22196E+11,2.39089E+12,10/02/2019,12:35:03,2:00,R-S-1264,product,order,Online Store,,Lebanon,,Beirut,Lebanon,,Beirut,Dress,Rush & Reez,Phantom Dress,Black / One Size / Short,,1,25,0,0,25,0,0,25
7.22196E+11,2.39089E+12,10/02/2019,12:35:03,2:00,R-S-1264,product,order,Online Store,,Lebanon,,Beirut,Lebanon,,Beirut,Dress,Rush & Reez,Navy Maxi Knitted Dress,,,1,80,0,0,80,0,0,80
7.22196E+11,2.39089E+12,10/02/2019,12:35:03,2:00,R-S-1264,shipping,order,Online Store,,Lebanon,,Beirut,Lebanon,,Beirut,,,,,,0,0,0,0,0,3,0,3
7.22196E+11,2.39089E+12,10/02/2019,12:35:03,2:00,R-S-1264,product,order,Online Store,,Lebanon,,Beirut,Lebanon,,Beirut,Dress,Rush & Reez,Basic Blue Shirtdress,S / Blue,,1,30,0,0,30,0,0,30
7.29875E+11,2.41243E+12,18/02/2019,18:19:08,2:00,R-S-1266,product,order,Draft Orders,,Lebanon,,,Lebanon,,,,RUSH & REEZ,Oxblood Fighter Top,L,,1,55,-15,0,40,0,0,40
7.29875E+11,2.41243E+12,18/02/2019,18:19:08,2:00,R-S-1266,product,order,Draft Orders,,Lebanon,,,Lebanon,,,,,Alaa Black Fighter Spectrum,,,1,55,-15,0,40,0,0,40
7.29877E+11,2.41243E+12,18/02/2019,18:21:53,2:00,R-S-1267,shipping,order,Draft Orders,,Lebanon,,,Lebanon,,,,,,,,0,0,0,0,0,3,0,3
